delta_sigma,grace_min,k_dn,k_h,k_up,n_v,t_fill_min,signal,n_events,fill_rate,n_filled,mean_ret_net,t_stat,bt_n_trades,bt_total_return,bt_sharpe,bt_max_drawdown,exit_types,trial_hash,daily_sr,n_days,skew,kurt
2.0,15,2.0,2.0,2.0,4,15,dip,17573,0.12729755875490809,2237,-0.00048193069204467524,-2.4843714030297432,2107,-0.6865120055195946,-0.9138213171987011,-0.8048942341253394,"{""sl"": 1021, ""tp"": 954, ""time_maker"": 225, ""time_taker"": 37}",970687e4d134,-0.047831593839470006,2512,-0.3331454751916881,33.97526878637396
2.0,15,2.0,2.0,2.0,4,15,breakout,18589,0.06363978697078918,1183,-0.0009610419594806417,-2.9785224557272296,1182,-0.7044733559640094,-1.2098898591154859,-0.7446041332914716,"{""sl"": 468, ""tp"": 427, ""time_maker"": 232, ""time_taker"": 56}",e0570b6ab952,-0.06332852959603487,2512,-1.1160830286639811,31.209936637711508
2.0,15,2.0,2.0,2.0,4,60,dip,17573,0.30740340294770385,5402,-0.0007487008463510897,-6.130285730258472,4597,-0.9787845451876516,-2.2180551464838514,-0.9830024774173935,"{""sl"": 2397, ""tp"": 2078, ""time_maker"": 781, ""time_taker"": 146}",1eec82dd2be7,-0.11609831252939887,2512,-0.7998712218172332,28.877240105523168
2.0,15,2.0,2.0,2.0,4,60,breakout,18589,0.26252084566141265,4880,-0.0009119463614889312,-6.9337872268124325,3924,-0.9728740162344844,-2.2112782447627377,-0.9729616311054818,"{""sl"": 1756, ""tp"": 1438, ""time_maker"": 1378, ""time_taker"": 308}",38a72a03deac,-0.11574359328121149,2512,-1.3178211528375896,36.57795033348422
2.0,15,2.0,4.0,0.5,1,15,dip,6725,0.16178438661710037,1088,-0.0009162945077201741,-5.749622863074957,1088,-0.6366023370779719,-2.0014714707064387,-0.6372198520779719,"{""tp"": 752, ""sl"": 285, ""time_maker"": 49, ""time_taker"": 2}",cdeb55d51c08,-0.10476180481495682,2512,-5.936873692129284,81.45524252281824
2.0,15,2.0,4.0,0.5,1,15,breakout,7276,0.08424958768554151,613,-0.001229170850572819,-4.362787472051371,613,-0.536557488364074,-1.5411102355993123,-0.5449870055784409,"{""tp"": 378, ""sl"": 131, ""time_maker"": 88, ""time_taker"": 16}",35eeadeb3a21,-0.08066539646613205,2512,-8.734300580483838,146.6030318058037
2.0,15,2.0,4.0,0.5,1,60,dip,6725,0.3528624535315985,2373,-0.0009646593946440365,-9.113373381329444,2370,-0.8981670578724785,-3.156793230945023,-0.8982573578724785,"{""tp"": 1561, ""sl"": 604, ""time_maker"": 193, ""time_taker"": 15}",8040e945972a,-0.16523410957474785,2512,-5.255422841275914,88.37514407675452
2.0,15,2.0,4.0,0.5,1,60,breakout,7276,0.28380978559648157,2065,-0.0010141577564414422,-8.32079918022736,1890,-0.8677007482565773,-2.9246577293666136,-0.8684143757721077,"{""tp"": 1135, ""time_maker"": 454, ""sl"": 395, ""time_taker"": 81}",4a227016820c,-0.15308358209388606,2512,-4.794481095634199,53.47752965950337
2.0,15,2.0,4.0,0.5,2,15,dip,6725,0.16178438661710037,1088,-0.0008970989431403283,-5.587355344689242,1088,-0.6290358018391246,-1.9566919182822946,-0.6296661238391245,"{""tp"": 775, ""sl"": 292, ""time_maker"": 19, ""time_taker"": 2}",84bacd49226c,-0.10241793591678885,2512,-5.913606037576264,80.60102268056639
2.0,15,2.0,4.0,0.5,2,15,breakout,7276,0.08424958768554151,613,-0.0012412667434929514,-4.35555908209903,613,-0.5401376687995181,-1.5760972114496925,-0.5505684873810743,"{""tp"": 408, ""sl"": 143, ""time_maker"": 47, ""time_taker"": 15}",11a3ad2505ae,-0.08249669848004956,2512,-7.9472868211871575,128.65627189621335
2.0,15,2.0,4.0,0.5,2,60,dip,6725,0.3528624535315985,2373,-0.00094964667534961,-8.751131402214506,2370,-0.89464924212578,-3.0564408336799684,-0.89474269212578,"{""tp"": 1656, ""sl"": 633, ""time_maker"": 66, ""time_taker"": 18}",efbc035f87b9,-0.15998142503296722,2512,-5.126156003028817,82.91823813399282
2.0,15,2.0,4.0,0.5,2,60,breakout,7276,0.28380978559648157,2065,-0.0009800169204126372,-7.846699959688052,1890,-0.8592035794038413,-2.798874689128726,-0.8600847165277767,"{""tp"": 1294, ""sl"": 449, ""time_maker"": 256, ""time_taker"": 66}",d4cfd5fba7b0,-0.14649979686222228,2512,-4.28015907071014,45.436963382222196
2.0,15,2.0,4.0,0.5,4,15,dip,6725,0.16178438661710037,1088,-0.0008920364703788866,-5.54101520746568,1088,-0.6270037854920085,-1.9418556600783896,-0.6276376764920086,"{""tp"": 785, ""sl"": 300, ""time_maker"": 2, ""time_taker"": 1}",ae2463edebd5,-0.10164137067022394,2512,-5.888048687870737,80.02178580649975
2.0,15,2.0,4.0,0.5,4,15,breakout,7276,0.08424958768554151,613,-0.0011916068393841956,-4.1490639668700195,613,-0.5260106237751756,-1.5025214540994476,-0.535258834543284,"{""tp"": 432, ""sl"": 152, ""time_maker"": 20, ""time_taker"": 9}",e8c64a82eef6,-0.07864556732806846,2512,-7.845047003257186,125.49720040873383
2.0,15,2.0,4.0,0.5,4,60,dip,6725,0.3528624535315985,2373,-0.0009489386462652494,-8.572832399619099,2370,-0.894623192747063,-2.9852747759892413,-0.894716642747063,"{""tp"": 1694, ""sl"": 651, ""time_maker"": 21, ""time_taker"": 7}",66314c451af9,-0.15625642332579104,2512,-5.223470811105356,80.31086594698483
2.0,15,2.0,4.0,0.5,4,60,breakout,7276,0.28380978559648157,2065,-0.0009789847638245748,-7.592888989442137,1890,-0.8590915311475892,-2.7321705778249563,-0.859973265361583,"{""tp"": 1403, ""sl"": 506, ""time_maker"": 120, ""time_taker"": 36}",9c79b9f7f8ad,-0.14300834410307095,2512,-4.060164766170789,41.58700653133524
2.0,15,2.0,4.0,1.0,1,15,dip,6725,0.16178438661710037,1088,-0.000792664030273653,-3.8924045376032548,1088,-0.5882285915212486,-1.475246128395788,-0.5889603718212486,"{""tp"": 600, ""sl"": 347, ""time_maker"": 131, ""time_taker"": 10}",354747712b6d,-0.07721791153109495,2512,-3.8487826186416982,44.64991751890496
2.0,15,2.0,4.0,1.0,1,15,breakout,7276,0.08424958768554151,613,-0.0009897999956459754,-3.004783846761679,613,-0.466135430262429,-1.0878317534753723,-0.4867389433003039,"{""tp"": 267, ""time_maker"": 162, ""sl"": 157, ""time_taker"": 27}",243fe9448518,-0.05693971635222697,2512,-4.879264862174523,97.50883472476552
2.0,15,2.0,4.0,1.0,1,60,dip,6725,0.3528624535315985,2373,-0.0008636776009690809,-6.462174500870876,2368,-0.873910624695942,-2.3459814746553853,-0.874134253395942,"{""tp"": 1182, ""sl"": 726, ""time_maker"": 429, ""time_taker"": 36}",b7d57c121b30,-0.12279428257880959,2512,-3.044293971353043,42.30316033774883
2.0,15,2.0,4.0,1.0,1,60,breakout,7276,0.28380978559648157,2065,-0.0008360645163290378,-5.7484250757082,1890,-0.8158823721771592,-2.0671439218011596,-0.8186319097180771,"{""time_maker"": 752, ""tp"": 732, ""sl"": 456, ""time_taker"": 125}",a83355934fed,-0.1081992580107681,2512,-2.750762479313488,44.93107066878462
2.0,15,2.0,4.0,1.0,2,15,dip,6725,0.16178438661710037,1088,-0.0007177694937228087,-3.4170920737322916,1088,-0.5539488685184777,-1.3165650601238046,-0.5574303951646107,"{""tp"": 656, ""sl"": 372, ""time_maker"": 53, ""time_taker"": 7}",d24b59eb31ed,-0.06891216481152224,2512,-3.307521975273306,37.48168894854705
2.0,15,2.0,4.0,1.0,2,15,breakout,7276,0.08424958768554151,613,-0.0010010319629324,-2.908208257450204,613,-0.4708021406876287,-1.0335241547136274,-0.48481531792549515,"{""tp"": 317, ""sl"": 183, ""time_maker"": 92, ""time_taker"": 21}",df69325b569f,-0.05409712671519418,2512,-2.9544298114476915,111.29971620800926
2.0,15,2.0,4.0,1.0,2,60,dip,6725,0.3528624535315985,2373,-0.0008130757749410993,-5.819925410621663,2368,-0.8585213916145354,-2.1233878238221484,-0.8587723177145355,"{""tp"": 1352, ""sl"": 800, ""time_maker"": 189, ""time_taker"": 32}",b2f55cd9fba5,-0.11114319839252866,2512,-2.7033411762952864,36.20169092801992
2.0,15,2.0,4.0,1.0,2,60,breakout,7276,0.28380978559648157,2065,-0.0008014555440517176,-5.24185659908907,1890,-0.8001313618287194,-1.848579799667374,-0.8037231014253363,"{""tp"": 946, ""sl"": 534, ""time_maker"": 470, ""time_taker"": 115}",cfe8b2d7dbe0,-0.09675908899629285,2512,-1.7536054056004429,43.595925501049884
2.0,15,2.0,4.0,1.0,4,15,dip,6725,0.16178438661710037,1088,-0.0007180694807702618,-3.3836986877315693,1088,-0.5543475118304926,-1.2993350174371745,-0.5578255875668696,"{""tp"": 682, ""sl"": 390, ""time_maker"": 13, ""time_taker"": 3}",a3410f04b376,-0.06801030315857896,2512,-3.2263751062271915,35.85453326574707
2.0,15,2.0,4.0,1.0,4,15,breakout,7276,0.08424958768554151,613,-0.0009451540579388459,-2.7056095716501463,613,-0.45269918184207425,-0.9627143253869344,-0.4701710096556899,"{""tp"": 348, ""sl"": 195, ""time_maker"": 53, ""time_taker"": 17}",f97613776df9,-0.050390770852782055,2512,-2.897846426095958,105.85473049704063
2.0,15,2.0,4.0,1.0,4,60,dip,6725,0.3528624535315985,2373,-0.000834459093218889,-5.800048209252393,2367,-0.8655230715216264,-2.11751984045946,-0.8657613988216264,"{""tp"": 1434, ""sl"": 849, ""time_maker"": 70, ""time_taker"": 20}",03ef7ac00960,-0.11083605410558942,2512,-2.722315563806005,34.5684415243391
2.0,15,2.0,4.0,1.0,4,60,breakout,7276,0.28380978559648157,2065,-0.0008087140120866805,-5.020690710343131,1890,-0.8013140054309535,-1.8007828233586647,-0.8053225483336942,"{""tp"": 1104, ""sl"": 626, ""time_maker"": 266, ""time_taker"": 69}",0d42f85f060c,-0.09425728091354722,2512,-1.0884082583220749,30.13946499740793
2.0,15,2.0,4.0,2.0,1,15,dip,6725,0.16178438661710037,1088,-0.00047883518098116874,-1.838121647267111,1088,-0.4294624839799377,-0.7033659847787213,-0.44741502333903793,"{""sl"": 398, ""tp"": 336, ""time_maker"": 332, ""time_taker"": 22}",53be707be9a3,-0.036815858276940686,2512,-0.7896830710458127,33.104441715144795
2.0,15,2.0,4.0,2.0,1,15,breakout,7276,0.08424958768554151,613,-0.0010264748983422696,-2.696651819403966,613,-0.48154784669212614,-1.0167343436835048,-0.5029053666440024,"{""time_maker"": 274, ""sl"": 173, ""tp"": 119, ""time_taker"": 47}",1cfb9dbb844a,-0.053218307840300655,2512,-3.4423619002784474,67.58512324843988
2.0,15,2.0,4.0,2.0,1,60,dip,6725,0.3528624535315985,2373,-0.0007749353312142986,-4.703428582298637,2367,-0.8491579936049244,-1.7514246993088536,-0.8491579936049244,"{""time_maker"": 931, ""sl"": 812, ""tp"": 545, ""time_taker"": 85}",acd7537a4755,-0.09167375862336258,2512,-1.012570664026684,24.67393442392584
2.0,15,2.0,4.0,2.0,1,60,breakout,7276,0.28380978559648157,2065,-0.0007716796241554613,-4.5380971320625205,1890,-0.8049210337077325,-1.8011611932173932,-0.8055511239788821,"{""time_maker"": 1112, ""sl"": 481, ""tp"": 282, ""time_taker"": 190}",5cd0de52dea8,-0.09427708569711178,2512,-0.5133819304722743,41.65099002191807
2.0,15,2.0,4.0,2.0,2,15,dip,6725,0.16178438661710037,1088,-0.0003217463571744413,-1.1650462958533438,1088,-0.3264130313725846,-0.45445403933308,-0.4419463469423478,"{""sl"": 445, ""tp"": 427, ""time_maker"": 191, ""time_taker"": 25}",3c5bd9dd602c,-0.0237872115904688,2512,-0.31885573333398937,28.291363452655652
2.0,15,2.0,4.0,2.0,2,15,breakout,7276,0.08424958768554151,613,-0.0009348851023021674,-2.243724975152999,613,-0.454469307914132,-0.8548250895339583,-0.48475187258382557,"{""sl"": 203, ""time_maker"": 201, ""tp"": 173, ""time_taker"": 36}",9744ae6d87ba,-0.04474359014923951,2512,-2.0659822504638905,63.72260237297974
2.0,15,2.0,4.0,2.0,2,60,dip,6725,0.3528624535315985,2373,-0.0005859598611918547,-3.243814538791598,2366,-0.7660220156552757,-1.2037556833459722,-0.7660220156552757,"{""sl"": 944, ""tp"": 787, ""time_maker"": 560, ""time_taker"": 82}",72a428540a8f,-0.0630074521617212,2512,-0.20213503787831116,22.72815320807966
2.0,15,2.0,4.0,2.0,2,60,breakout,7276,0.28380978559648157,2065,-0.0007241427827175535,-3.8688092158892524,1890,-0.7770297126863556,-1.515161343990419,-0.7812813167453851,"{""time_maker"": 878, ""sl"": 580, ""tp"": 432, ""time_taker"": 175}",a17c3bbea07e,-0.07930716940285253,2512,-0.4081320604098539,33.68526706890277
2.0,15,2.0,4.0,2.0,4,15,dip,6725,0.16178438661710037,1088,-0.0003314420791414242,-1.1664761660861884,1088,-0.33523681130975613,-0.45386237212202957,-0.4216186366248039,"{""tp"": 499, ""sl"": 483, ""time_maker"": 90, ""time_taker"": 16}",837b5597a2dd,-0.0237562423132212,2512,-0.35764637701451024,25.892331810804837
2.0,15,2.0,4.0,2.0,4,15,breakout,7276,0.08424958768554151,613,-0.0009743670094435624,-2.14800276163871,613,-0.47085712775032085,-0.8902976064528214,-0.5033387949950127,"{""sl"": 234, ""tp"": 219, ""time_maker"": 132, ""time_taker"": 28}",68aeb3c2e4d0,-0.04660030654422142,2512,-2.7393810021842904,52.417164300755964
2.0,15,2.0,4.0,2.0,4,60,dip,6725,0.3528624535315985,2373,-0.0006079801346585975,-3.1765916247874286,2364,-0.7775242700569596,-1.1723163343156446,-0.7777041744569596,"{""sl"": 1049, ""tp"": 995, ""time_maker"": 266, ""time_taker"": 63}",1b2cf4ffca06,-0.06136184142240751,2512,-0.26359032681172745,21.666945659862282
2.0,15,2.0,4.0,2.0,4,60,breakout,7276,0.28380978559648157,2065,-0.0008339640551473436,-4.064001659599665,1890,-0.8264431798105256,-1.6202259966215897,-0.8303752553918476,"{""sl"": 717, ""tp"": 610, ""time_maker"": 602, ""time_taker"": 136}",626d16f7867f,-0.08480650466343109,2512,-1.357727088447914,36.520002247997226
2.0,15,4.0,2.0,0.5,1,15,dip,17573,0.12729755875490809,2237,-0.0008743538461585224,-6.442188443666825,2124,-0.8482619974833352,-2.337080804530066,-0.8599590285087141,"{""tp"": 1609, ""time_maker"": 320, ""sl"": 284, ""time_taker"": 24}",b1829073ebb6,-0.12232840021174196,2512,-4.127769484185609,43.89481391324402
2.0,15,4.0,2.0,0.5,1,15,breakout,18589,0.06363978697078918,1183,-0.0008873306975785758,-4.41646946122226,1183,-0.6599640322652787,-1.5943486672361102,-0.6637511733272055,"{""tp"": 788, ""time_maker"": 226, ""sl"": 106, ""time_taker"": 63}",af9fc7d49181,-0.08345202333812042,2512,-5.352068785140735,62.5825764938391
2.0,15,4.0,2.0,0.5,1,60,dip,17573,0.30740340294770385,5402,-0.0009624576664705062,-11.413364038404252,4714,-0.9871295344797387,-3.750533037624287,-0.9871295344797387,"{""tp"": 3618, ""time_maker"": 1096, ""sl"": 561, ""time_taker"": 127}",b90cc358b3b6,-0.1963118714357494,2512,-3.8537051940306513,42.32185944884716
2.0,15,4.0,2.0,0.5,1,60,breakout,18589,0.26252084566141265,4880,-0.0007516880773233284,-9.156088705508372,3938,-0.9573883456515767,-2.9422030321861814,-0.9574231115543756,"{""tp"": 2886, ""time_maker"": 1388, ""sl"": 321, ""time_taker"": 285}",074f29eb14c4,-0.1540019452163712,2512,-3.439188283655334,33.48150929803633
2.0,15,4.0,2.0,0.5,2,15,dip,17573,0.12729755875490809,2237,-0.0008885100245739531,-6.250723202759766,2119,-0.8497753056875303,-2.2420184087152064,-0.8516339397070916,"{""tp"": 1709, ""sl"": 333, ""time_maker"": 176, ""time_taker"": 19}",b8cd4e3e8cf8,-0.11735260700091824,2512,-4.164350135398014,42.756940658206425
2.0,15,4.0,2.0,0.5,2,15,breakout,18589,0.06363978697078918,1183,-0.0009308872737203359,-4.335654349080815,1183,-0.678386564073646,-1.5717764549117483,-0.6844014378859489,"{""tp"": 853, ""time_maker"": 159, ""sl"": 123, ""time_taker"": 48}",ea38ac5ed587,-0.08227053974648475,2512,-5.366936033888494,58.25088989518467
2.0,15,4.0,2.0,0.5,2,60,dip,17573,0.30740340294770385,5402,-0.000905108371815528,-10.11603245397311,4691,-0.9835665649274906,-3.325997795197105,-0.9835665649274906,"{""tp"": 3987, ""sl"": 685, ""time_maker"": 626, ""time_taker"": 104}",292433010081,-0.1740906812488471,2512,-3.8882201786803265,42.30942113283204
2.0,15,4.0,2.0,0.5,2,60,breakout,18589,0.26252084566141265,4880,-0.0007170537835434626,-8.092921280626312,3938,-0.9546392154265614,-2.6580906146617056,-0.9546762242836799,"{""tp"": 3343, ""time_maker"": 912, ""sl"": 405, ""time_taker"": 220}",fa53aa930666,-0.13913082161264623,2512,-3.9559349948160296,50.379949847672606
2.0,15,4.0,2.0,0.5,4,15,dip,17573,0.12729755875490809,2237,-0.0009064663064182798,-6.223410957340604,2118,-0.8572823860721032,-2.2408337588299427,-0.8577105226180098,"{""tp"": 1776, ""sl"": 367, ""time_maker"": 79, ""time_taker"": 15}",79b7740e4c8a,-0.11729059959193416,2512,-4.049885814704603,39.480437017803055
2.0,15,4.0,2.0,0.5,4,15,breakout,18589,0.06363978697078918,1183,-0.0008108970373670636,-3.6774319372696795,1183,-0.6299729192909811,-1.3355194336868885,-0.637454608055501,"{""tp"": 916, ""sl"": 142, ""time_maker"": 96, ""time_taker"": 29}",9e03e7ef8e60,-0.0699042820675852,2512,-5.834408169313863,70.92279091024946
2.0,15,4.0,2.0,0.5,4,60,dip,17573,0.30740340294770385,5402,-0.0008970453605080229,-9.634079496380117,4670,-0.9821901381587134,-3.2545488793623374,-0.9821901381587134,"{""tp"": 4234, ""sl"": 804, ""time_maker"": 308, ""time_taker"": 56}",a56dd0f2aa2e,-0.1703508740697419,2512,-2.9163928404082307,24.123404943927287
2.0,15,4.0,2.0,0.5,4,60,breakout,18589,0.26252084566141265,4880,-0.000668103895985012,-7.133657307507536,3934,-0.9446833876639799,-2.399606233475708,-0.9448422009338606,"{""tp"": 3682, ""time_maker"": 547, ""sl"": 511, ""time_taker"": 140}",e3a8ec273c6d,-0.12560113073977833,2512,-3.876559631403357,49.01676016338853
2.0,15,4.0,2.0,1.0,1,15,dip,17573,0.12729755875490809,2237,-0.0005817583210500617,-3.544502529240395,2097,-0.7418327781313916,-1.2871072439826607,-0.8321724266211561,"{""tp"": 1257, ""time_maker"": 590, ""sl"": 330, ""time_taker"": 60}",99dfae1ecaab,-0.06737027224396835,2512,-2.20561442828145,58.985523619467514
2.0,15,4.0,2.0,1.0,1,15,breakout,18589,0.06363978697078918,1183,-0.00042683509936955303,-1.8047674750747158,1183,-0.4198820189675716,-0.65752122456384,-0.486751271972351,"{""tp"": 573, ""time_maker"": 403, ""sl"": 120, ""time_taker"": 87}",8646291aac3d,-0.03441623385475259,2512,-2.470103991175061,44.49070111735907
2.0,15,4.0,2.0,1.0,1,60,dip,17573,0.30740340294770385,5402,-0.0007812140896058447,-7.849080345543857,4569,-0.9738181152983473,-2.6231659658987807,-0.9764104094689448,"{""tp"": 2632, ""time_maker"": 1893, ""sl"": 645, ""time_taker"": 232}",3763511a6452,-0.13730278194758866,2512,-2.7305353457453423,35.58638184329983
2.0,15,4.0,2.0,1.0,1,60,breakout,18589,0.26252084566141265,4880,-0.0005710482666536575,-5.827892460644752,3938,-0.9207422374487838,-2.0638786913793608,-0.9417134007721243,"{""time_maker"": 2231, ""tp"": 1868, ""time_taker"": 411, ""sl"": 370}",67fd39541eda,-0.10802834803921421,2512,-1.5716908680763992,23.27656475016904
2.0,15,4.0,2.0,1.0,2,15,dip,17573,0.12729755875490809,2237,-0.000534610362770524,-3.087651176644675,2080,-0.7063926386196074,-1.1088216437580514,-0.8098388231497397,"{""tp"": 1435, ""sl"": 401, ""time_maker"": 355, ""time_taker"": 46}",0f4aa3aab129,-0.058038377422876784,2512,-2.0773267858030042,52.999058433814355
2.0,15,4.0,2.0,1.0,2,15,breakout,18589,0.06363978697078918,1183,-0.00041069664391178744,-1.5910862120566482,1183,-0.4131676226404163,-0.5637393749004334,-0.524345393100502,"{""tp"": 679, ""time_maker"": 288, ""sl"": 148, ""time_taker"": 68}",2223f341c6c5,-0.029507467492893992,2512,-1.7033484112506556,43.75878542344227
2.0,15,4.0,2.0,1.0,2,60,dip,17573,0.30740340294770385,5402,-0.0006091342265703028,-5.64350043588183,4514,-0.9485954829318579,-1.913478090803279,-0.9659415943150154,"{""tp"": 3212, ""time_maker"": 1195, ""sl"": 822, ""time_taker"": 173}",30124c85ee47,-0.10015602080786855,2512,-2.437728670627664,30.57213200122286
2.0,15,4.0,2.0,1.0,2,60,breakout,18589,0.26252084566141265,4880,-0.0004986758108737958,-4.621822316855025,3937,-0.9010487144559162,-1.7463480337997408,-0.9410493603369596,"{""tp"": 2416, ""time_maker"": 1637, ""sl"": 477, ""time_taker"": 350}",533fc0885891,-0.09140803380591675,2512,-2.1103086332843968,30.2690630667269
2.0,15,4.0,2.0,1.0,4,15,dip,17573,0.12729755875490809,2237,-0.0005425065546648494,-3.0138720410893813,2078,-0.715215408918636,-1.0856467598164485,-0.814911358675792,"{""tp"": 1551, ""sl"": 457, ""time_maker"": 195, ""time_taker"": 34}",93ad3ff272fb,-0.056825348557048114,2512,-2.043559592832075,45.266049191833886
2.0,15,4.0,2.0,1.0,4,15,breakout,18589,0.06363978697078918,1183,-0.00044568768813954454,-1.6192936778237494,1183,-0.4406113871294093,-0.5756405519822752,-0.5510485570252281,"{""tp"": 764, ""time_maker"": 185, ""sl"": 180, ""time_taker"": 54}",f1f3a7070b6a,-0.03013040357205583,2512,-2.783023933481086,51.06556099838936
2.0,15,4.0,2.0,1.0,4,60,dip,17573,0.30740340294770385,5402,-0.0005304093070657461,-4.646006392396445,4476,-0.9289146234157127,-1.6264708134683934,-0.961358565433125,"{""tp"": 3647, ""sl"": 996, ""time_maker"": 647, ""time_taker"": 112}",1963ef873c90,-0.08513337331641223,2512,-1.8180149097214493,19.672977690569617
2.0,15,4.0,2.0,1.0,4,60,breakout,18589,0.26252084566141265,4880,-0.0004987883991247634,-4.215675825086021,3927,-0.9027836552166951,-1.5839968174998202,-0.9459542355973473,"{""tp"": 2929, ""time_maker"": 1059, ""sl"": 627, ""time_taker"": 265}",3077d9ed8bad,-0.08291018275861708,2512,-2.2163857476480624,27.16254467996476
2.0,15,4.0,2.0,2.0,1,15,dip,17573,0.12729755875490809,2237,-0.00032058642806464144,-1.5960322063605328,2070,-0.6055203508510582,-0.6730501237584198,-0.8546890811129111,"{""time_maker"": 1104, ""tp"": 648, ""sl"": 371, ""time_taker"": 114}",05556a2e8f14,-0.03522905358774609,2512,2.1165560133628682,81.77834818278106
